Name,CW_M11977_Mandible,CW_NR1328_Mandible,CW_NR1609_Mandible,CW_M8752_Mandible,NHNW_B71_Mandible,CW_JM18942,NHNW_JM8466_Mandible,NHNW_SNC2_Mandible,SHNW_NR1326_Mandible,SHNW_M8827_Mandible,SHNW_M8774_Mandible,SHNW_M8951_Mandible
X Mandibular patch 240,70.14754639,13.11519623,11.6701828,-48.76263123,6.239071274,10.06313248,1.604124451,6.052202988,6.779671478,66.65773926,77.31090088,-40.57490234
Y Mandibular patch 240,72.97325439,-167.8480469,-164.6519653,60.17785645,-51.08804626,-57.11466675,-46.55553589,-43.44932556,-138.9381348,66.27381592,-228.3805176,62.30739746
Z Mandibular patch 240,-795.6007813,-531.1299316,-865.6521484,-778.7994141,-1133.79834,-1120.584863,-1162.444336,-1407.804102,696.9571289,-738.5187988,-482.2283203,-498.3619141
X Mandibular patch 24,55.13822021,-4.510823059,-6.618974304,-67.31450806,-11.82250595,-7.868833923,-16.69541473,-10.06808853,-9.558301544,52.69344482,61.83269653,-56.93417358
Y Mandibular patch 24,72.02156982,-170.2893188,-165.6744751,58.21898804,-51.8708313,-58.90125122,-50.1077179,-45.48576965,-141.1670532,63.26890259,-232.7482178,57.61643066
Z Mandibular patch 24,-803.4326172,-534.3280762,-869.9915039,-779.5366211,-1135.481934,-1123.732227,-1168.499805,-1409.868066,694.2727539,-745.277002,-489.1960938,-497.6788574
X Mandibular patch 239,117.844519,52.50715332,54.5480835,-20.02178345,53.52264404,49.81594543,50.3894043,41.05108643,47.35282898,113.696582,121.1598267,-16.50684967
Y Mandibular patch 239,147.8706543,-87.17423096,-90.50560913,141.4343262,23.89339294,16.94582367,35.31985168,27.96080627,-69.42259521,135.095459,-157.9910034,134.1948364
Z Mandibular patch 239,-826.3390625,-582.6148926,-911.6580078,-822.1068359,-1182.659473,-1165.160352,-1198.374512,-1440.773145,658.7038574,-768.811377,-519.3598145,-550.7522461
X Mandibular patch 238,90.14388428,28.12220764,27.65004578,-37.16991272,26.30579529,26.19557495,21.52089539,20.72006989,22.25912018,87.57245483,96.01063232,-35.6036438
Y Mandibular patch 238,110.0134644,-123.8123657,-121.695105,106.9508179,-12.365979,-19.69364624,-1.047041512,-6.735609436,-100.7597168,100.3331238,-193.3613647,100.7223328
Z Mandibular patch 238,-809.4332031,-556.6072266,-889.1866211,-798.8385742,-1163.41582,-1146.036914,-1188.873047,-1428.567871,673.0495605,-760.5828125,-507.9266113,-528.9832031
X Mandibular patch 237,92.75473633,26.05639954,25.8844696,-45.01789551,19.87599792,22.15493317,21.53020477,16.17183838,20.85934906,90.97129517,100.6040466,-41.58979492
Y Mandibular patch 237,113.6288452,-122.7465088,-124.1167114,109.6182007,-12.34386749,-19.48794403,-1.068133259,-5.49744072,-101.9791992,99.01778564,-197.878479,97.49428711
Z Mandibular patch 237,-835.7854492,-585.0733398,-914.634375,-822.5756836,-1187.016309,-1170.06748,-1215.01748,-1449.634766,651.2586426,-780.7314453,-530.6872559,-550.6346191
X Mandibular patch 236,99.15950928,35.97550354,35.9246521,-36.27235718,30.40357666,30.7014679,30.48340454,24.76767426,28.71948853,97.88168335,105.5619751,-32.81785889
Y Mandibular patch 236,116.7363159,-117.9703491,-118.5932129,113.7473633,-8.037418365,-15.2038559,4.684288025,-0.296383739,-95.96324463,105.1539185,-191.0852905,103.9636963
Z Mandibular patch 236,-826.7953125,-578.7962402,-907.4587891,-817.838623,-1180.612988,-1163.34209,-1204.044824,-1442.914258,657.9648438,-774.2591797,-522.5569336,-546.0674805
X Mandibular patch 235,83.47584839,23.44246521,22.69213409,-39.893396,21.85459747,22.50392303,16.84767761,17.34100494,18.24979858,81.73851318,90.16555786,-36.77116089
Y Mandibular patch 235,102.9243774,-131.6548218,-127.5411499,99.68414917,-17.79145813,-25.39338989,-8.446086121,-13.02375183,-106.5894531,95.43927612,-198.199231,95.00682373
Z Mandibular patch 235,-802.9430664,-545.9363281,-880.1947266,-790.7841309,-1153.660449,-1136.946875,-1180.592578,-1421.155859,680.698291,-753.4488281,-500.3619629,-520.592334
X Mandibular patch 234,91.60739136,28.76502075,28.35033264,-38.80184631,24.47625275,25.25272675,22.08617859,20.00539398,22.31806488,89.08464355,98.35846558,-35.95118103
Y Mandibular patch 234,106.0471558,-128.309668,-127.2154663,103.094812,-17.53807526,-24.64297028,-6.223676682,-10.83782349,-105.8036377,95.62418213,-199.280957,95.30876465
Z Mandibular patch 234,-816.3121094,-563.3939453,-894.7263672,-805.6694824,-1168.562793,-1151.472754,-1194.799023,-1433.565039,667.7916992,-765.0200195,-512.4717773,-534.0436523
X Mandibular patch 233,111.6401855,48.83381958,48.67319641,-26.28467407,44.73265076,43.12680664,44.33834839,36.163974,41.40684204,109.0394897,116.5490845,-21.33928986
Y Mandibular patch 233,126.5268921,-107.2484619,-108.8555664,122.7469604,3.557582474,-4.02530632,14.67429047,9.835437012,-85.14370117,119.9601196,-176.5695313,116.1000854
Z Mandibular patch 233,-824.7788086,-579.6587891,-907.3701172,-819.3204102,-1180.405176,-1164.205762,-1197.627441,-1441.235742,659.0534668,-768.398877,-518.3157715,-548.0231445
X Mandibular patch 232,107.532251,42.3738739,43.39489136,-32.11076965,38.58824768,37.83695679,38.88733826,30.78330383,36.87896729,105.3678711,113.2477783,-27.96510315
Y Mandibular patch 232,126.5440918,-107.3953369,-109.6454834,123.6268188,3.763319778,-3.452185059,15.15097198,10.07989349,-85.08435059,118.7472656,-178.029895,115.147522
Z Mandibular patch 232,-831.2490234,-584.8038574,-913.0080078,-823.2963867,-1185.650195,-1167.375098,-1204.355078,-1445.57373,655.1472168,-774.2372559,-524.4307617,-551.6939453
X Mandibular patch 231,75.57763062,13.19114227,12.72017212,-51.63493652,6.902696228,9.678752899,4.121388245,5.704895782,6.198075104,71.07563477,82.12064819,-43.69551392
Y Mandibular patch 231,81.83630371,-159.0394409,-155.9138306,73.17791138,-43.87087708,-49.93421021,-37.10817261,-35.56730347,-132.418335,70.58886719,-223.9888672,67.05351563
Z Mandibular patch 231,-812.0509766,-547.1322266,-882.4446289,-794.6506836,-1151.157813,-1136.585254,-1181.451855,-1422.212109,680.6982422,-753.7868164,-499.3253906,-515.5919434
X Mandibular patch 230,99.05166016,29.33614502,38.26626587,-33.98497009,38.15192566,36.0282074,29.59038391,26.72844238,30.80516052,99.04559326,103.3599731,-36.62616272
Y Mandibular patch 230,180.4771606,-50.19807129,-53.59437256,177.5664429,66.86728516,54.10304565,80.03162231,62.6067627,-34.28586731,161.0303101,-128.7713867,169.3601685
Z Mandibular patch 230,-824.8328125,-583.413916,-914.5297852,-810.6172852,-1172.891113,-1156.18877,-1198.099121,-1433.352539,662.3574219,-775.8032715,-528.59375,-548.0658691
X Mandibular patch 23,42.98201599,-33.38647766,-33.01168518,-95.23788452,-27.7946228,-23.649823,-36.14646912,-29.04512634,-26.98986206,41.85794983,46.58348083,-98.85119019
Y Mandibular patch 23,162.7651367,-75.78622437,-72.93291626,157.6742798,48.79679871,33.67828979,54.52020874,43.79877014,-51.26642456,143.2492798,-154.5414307,144.2740479
Z Mandibular patch 23,-846.6714844,-587.1125,-918.9948242,-803.9582031,-1181.10752,-1164.730859,-1217.236914,-1443.38291,653.898584,-795.5094238,-549.0390625,-538.426123
X Mandibular patch 229,85.58997803,20.56295319,20.03519745,-47.68253479,14.55594177,16.92591858,14.14327698,11.87885818,14.29755249,82.1631897,92.94449463,-42.60892639
Y Mandibular patch 229,96.69321289,-139.9295654,-139.3953369,92.60803833,-28.66495056,-35.36130981,-19.03207703,-21.18596497,-117.0374756,84.71934814,-211.3376709,83.47041626
Z Mandibular patch 229,-823.1711914,-565.8060059,-898.0004883,-808.9566406,-1170.200879,-1153.720898,-1199.394922,-1436.531445,664.8719238,-768.0902832,-515.9992676,-534.5803223
X Mandibular patch 228,74.02268066,13.60025177,12.84295502,-49.80816956,8.43014679,10.8541275,3.954182434,6.814572906,7.322438812,70.22659302,80.8565979,-41.95444641
Y Mandibular patch 228,81.40125122,-159.4925903,-155.4549316,71.63389282,-43.58154602,-49.70085449,-37.33994751,-35.78577271,-132.132312,71.587854,-222.69021,68.09904785
Z Mandibular patch 228,-805.7429688,-540.5457031,-876.2217773,-788.5063965,-1144.47998,-1130.380273,-1174.139941,-1416.641113,686.9267578,-747.8512695,-492.8482422,-509.3510254
X Mandibular patch 227,94.75402222,25.75517578,27.13868103,-45.30735474,21.63058014,23.30487823,24.21860657,17.18917542,22.45326233,91.644104,101.3664185,-43.74548645
Y Mandibular patch 227,125.269043,-109.8987915,-112.3366211,122.6867188,0.935136414,-5.90590477,11.43793869,6.390931702,-89.52393188,111.1052002,-186.0961426,109.9513062
Z Mandibular patch 227,-839.4989258,-590.3353516,-920.587207,-826.7104492,-1192.935547,-1174.974609,-1219.456738,-1453.777441,647.9786133,-784.0754395,-536.3750977,-555.6065918
X Mandibular patch 226,72.30626831,13.1093811,11.92978745,-50.28755798,6.16076622,9.850557709,4.03782959,5.707317352,6.881455994,69.11022339,79.54434204,-41.58264771
Y Mandibular patch 226,75.47854614,-166.1153809,-162.6276489,64.05842896,-50.51020813,-56.06173706,-45.49053345,-42.15511169,-138.5868896,65.70073853,-228.5975342,61.9421936
Z Mandibular patch 226,-804.0974609,-539.0691895,-873.9246094,-787.469873,-1141.695117,-1128.066992,-1171.795508,-1414.626855,689.3279785,-745.5483887,-489.7871094,-506.2262695
X Mandibular patch 225,78.18995972,15.81548615,15.63659821,-48.58737793,10.60567703,12.3737236,6.018967438,8.568012238,8.448168945,72.86499634,83.82459717,-42.02204895
Y Mandibular patch 225,86.43510132,-153.2662354,-149.0721313,79.19473877,-37.47756348,-44.15493774,-30.15120544,-30.24478149,-126.4682617,76.46618042,-217.961499,73.68117065
Z Mandibular patch 225,-808.3061523,-543.9600586,-879.790918,-791.7723633,-1149.093945,-1134.488477,-1178.526758,-1420.209375,682.6925781,-751.5398438,-497.5751953,-514.3506348
X Mandibular patch 224,112.6760498,53.5487915,59.16581421,-3.936312103,66.73098145,61.10581665,54.50585938,50.41917419,52.54418335,111.12771,116.5194458,-7.045677948
Y Mandibular patch 224,177.6704956,-49.48067627,-51.81511841,172.1649658,59.25527954,44.65997925,77.21657715,57.68657227,-37.45341492,164.7174194,-125.1174805,171.5880859
Z Mandibular patch 224,-800.2585938,-558.5286133,-889.9685547,-793.8867188,-1154.504395,-1139.431348,-1168.616113,-1415.029395,684.4398438,-748.9583496,-499.965918,-530.7634766
X Mandibular patch 223,89.63770752,23.18000031,22.53025818,-47.12267761,16.57635651,19.44329987,17.94802094,13.59045105,17.48365784,87.29315186,97.40751343,-43.25464478
Y Mandibular patch 223,107.6279663,-129.0207397,-129.994812,103.2914551,-18.65444641,-25.7363739,-7.801456451,-11.6767128,-107.918689,93.3015686,-203.3883667,91.928479
Z Mandibular patch 223,-833.8125977,-580.654834,-910.8762695,-819.2050781,-1183.16875,-1166.136328,-1211.97666,-1446.910645,653.9774414,-778.1595215,-527.6912109,-546.7320801
X Mandibular patch 222,67.9562561,6.948422241,5.179938507,-57.43391113,-0.927517796,3.79356842,-2.835777855,-0.069150758,0.982384777,64.32025146,75.28319702,-47.70679016
Y Mandibular patch 222,74.8730957,-167.5363159,-164.1339478,63.45020142,-52.55039673,-57.89407959,-47.15777893,-43.67460022,-140.5060547,63.32600098,-231.4941162,58.94013062
Z Mandibular patch 222,-810.2520996,-543.7166504,-878.6930664,-791.1682129,-1146.27207,-1132.289551,-1177.476855,-1418.36377,685.4572754,-750.697168,-495.1705078,-508.8691895
X Mandibular patch 221,68.83688965,9.469504547,7.88671875,-54.21972046,1.467385674,5.980276871,-0.495272636,2.146287918,3.35097847,65.19465332,76.19830933,-44.04258728
Y Mandibular patch 221,71.38846436,-171.0422607,-167.7346558,58.74890137,-56.08291016,-61.18357544,-52.55695801,-47.55207825,-144.181958,60.40463867,-234.1495117,56.13199463
Z Mandibular patch 221,-804.9300293,-538.821875,-873.6155273,-787.5621582,-1140.149805,-1127.038379,-1171.923145,-1413.8125,690.3359863,-745.4431152,-489.2675781,-504.2372559
X Mandibular patch 220,85.45308228,17.30736694,17.05259247,-51.76889648,11.41172104,15.39921875,12.9538681,8.773748779,13.46205902,83.73168335,93.96201172,-49.02766113
Y Mandibular patch 220,112.3322266,-124.9710205,-126.8699097,106.5108032,-14.68005371,-22.35687256,-3.531696701,-8.255390167,-105.1293457,95.84453735,-201.1369873,94.31382446
Z Mandibular patch 220,-838.6588867,-585.8644531,-916.3527344,-822.6060547,-1188.158301,-1171.056738,-1218.223047,-1450.891016,649.5179688,-782.8077637,-533.7725586,-550.4419434
X Mandibular patch 22,65.59493408,-0.393152142,-2.350590324,-68.15116577,-7.649571991,-2.093115616,-7.283040619,-5.932605743,-4.678272247,63.20963135,74.3451355,-60.88165283
Y Mandibular patch 22,90.13345947,-149.7565063,-148.6647095,83.85495605,-34.94999084,-43.29831238,-27.91596069,-29.0676239,-126.1547485,75.68910522,-221.6225098,73.0734375
Z Mandibular patch 22,-829.293457,-564.4031738,-897.8342773,-804.6459961,-1167.436719,-1152.672754,-1201.178223,-1436.337891,664.4553223,-771.7135254,-520.0182617,-528.4132324
X Mandibular patch 219,79.52954712,19.45399323,19.29223785,-43.22745667,17.17033997,17.7143692,11.00495453,13.07363129,14.04770508,76.9800354,85.8117981,-38.43842468
Y Mandibular patch 219,95.24993896,-140.9914795,-135.9513062,91.05695801,-25.43599091,-33.19896545,-17.33974609,-20.26220703,-114.7015503,87.80106201,-205.9651367,86.32053833
Z Mandibular patch 219,-801.306543,-541.4090332,-875.8760742,-788.2964355,-1148.154297,-1132.529883,-1176.937988,-1418.161328,684.472168,-749.6165039,-496.367334,-515.4674805
X Mandibular patch 218,111.8892944,44.80591736,47.74406738,-23.99169769,47.22189941,46.22053223,45.11552124,36.8456604,43.02908325,110.4059204,116.2192505,-23.12015381
Y Mandibular patch 218,154.3243286,-80.83634033,-83.48538208,147.3378418,30.62805481,22.35975494,41.50176392,32.70544434,-65.16838989,137.0085693,-153.9463379,139.6344238
Z Mandibular patch 218,-828.5825195,-583.9407227,-912.9128906,-821.0091797,-1181.235547,-1164.271191,-1199.895703,-1440.509473,658.7892578,-772.0046387,-522.7224609,-551.1880859
X Mandibular patch 217,85.35130615,24.58375092,23.94533844,-38.58645325,24.55857849,24.34618378,17.70224304,18.58369293,20.07947845,83.63718262,91.68553467,-36.51433411
Y Mandibular patch 217,109.5464111,-124.695813,-121.15625,105.8934204,-11.60106659,-18.75419312,-0.891937637,-6.768388367,-100.220874,101.4791626,-191.9157104,101.6712097
Z Mandibular patch 217,-804.2510742,-548.898877,-883.4084961,-791.5506348,-1156.95166,-1139.816309,-1182.997754,-1422.946191,678.7157227,-755.8597168,-503.1835938,-522.9212891
X Mandibular patch 216,101.053656,32.39374695,35.29472046,-38.75286865,29.04261475,30.5176178,32.51912842,22.39372101,29.39364319,98.16916504,105.4552612,-39.06387329
Y Mandibular patch 216,138.6846069,-96.19443359,-97.58527832,136.4962891,17.50779877,10.24268951,26.46530151,20.53890076,-75.02835693,126.5492676,-169.6228271,126.0831299
Z Mandibular patch 216,-836.3391602,-589.1970703,-918.2969727,-824.3259766,-1190.666602,-1171.354785,-1212.5625,-1450.13125,651.8415039,-782.0184082,-533.220166,-555.2014648
X Mandibular patch 215,79.37071533,17.2597168,17.46882019,-46.32711792,13.47524261,14.47641144,8.135762024,10.56277161,10.66740112,74.7128479,84.57520142,-40.53742676
Y Mandibular patch 215,90.73434448,-146.8161621,-142.305127,85.47380371,-30.85388184,-38.11859436,-23.11318817,-24.80543976,-120.1774658,82.49829712,-211.6403809,80.24474487
Z Mandibular patch 215,-804.4657715,-542.5428711,-877.7225586,-790.0807129,-1148.525098,-1133.582227,-1177.374023,-1419.020117,683.4129395,-750.3930664,-497.1140625,-514.6879883
X Mandibular patch 214,83.71933594,19.06544647,18.82696838,-47.72756653,13.61247559,15.69083405,11.87608719,10.9911705,12.65913162,79.44642334,90.30285645,-42.28890991
Y Mandibular patch 214,92.57154541,-144.3831421,-142.8269165,88.2109375,-31.92089233,-38.62004395,-22.82360992,-24.40717773,-120.3513428,81.72877808,-213.8842285,80.10594482
Z Mandibular patch 214,-818.0887207,-558.6433594,-891.9256836,-803.8774414,-1163.599512,-1147.617969,-1193.010742,-1431.419043,670.3287598,-762.9377441,-510.2631836,-528.511377
X Mandibular patch 213,126.7607666,65.0416626,66.16820679,-4.981695938,67.21586304,62.82844238,63.59978027,52.04182739,55.39882813,119.5029663,127.5587402,-2.715530014
Y Mandibular patch 213,158.272522,-75.90527954,-79.18039551,150.1396729,32.8963501,25.237854,47.65111694,37.1757843,-60.09871216,144.082959,-148.3663696,144.840686
Z Mandibular patch 213,-812.4636719,-572.4458008,-903.0935547,-814.7850586,-1173.771094,-1157.045215,-1186.475586,-1432.084277,666.368457,-759.0174316,-507.5581055,-541.6359863
X Mandibular patch 212,123.4394531,63.05925293,66.54263306,-2.775505638,67.48648682,64.53764038,62.00741577,52.9989563,56.09445801,118.1690186,125.7818115,-3.231529617
Y Mandibular patch 212,167.4840698,-65.71864014,-69.29174194,158.5583496,41.82518005,31.93750916,58.74677124,44.63509521,-52.52199097,150.8172485,-139.9879517,154.5993164
Z Mandibular patch 212,-809.4163574,-570.2635254,-900.5472656,-810.1422852,-1168.550586,-1150.490918,-1181.744336,-1426.552246,670.5003906,-756.7106445,-505.7899414,-540.1889648
X Mandibular patch 211,95.35769653,30.96116333,30.46843567,-40.42417297,24.96339569,26.20593567,25.2928772,20.26589661,24.11537628,93.72398682,102.7604126,-36.5023468
Y Mandibular patch 211,111.78396,-123.5974731,-124.1250977,108.4184814,-13.62303162,-20.62104187,-1.682178497,-6.020018005,-102.0131409,99.03627319,-197.4261108,97.81786499
Z Mandibular patch 211,-828.9490234,-578.6167969,-908.0800781,-817.7533203,-1181.15166,-1164.114551,-1207.185254,-1444.136719,656.7950684,-775.3571777,-524.0137207,-545.9405762
X Mandibular patch 210,98.07148438,27.8461792,34.26785278,-37.74691162,33.85023193,31.1907959,28.03575439,23.03689117,27.15778198,96.54421997,101.4747742,-41.46473694
Y Mandibular patch 210,169.4588013,-63.66387329,-65.39526978,165.2278198,53.24516602,41.41687317,63.12989502,50.20807495,-46.93910828,150.9313843,-141.0475464,156.7366455
Z Mandibular patch 210,-830.8862305,-586.7914063,-917.3216797,-815.7493164,-1181.594043,-1162.860156,-1205.125098,-1440.573633,656.114209,-780.3435059,-532.5463379,-551.411377
X Mandibular patch 21,49.18933105,-26.94612122,-27.23175659,-93.71644897,-26.23386536,-20.52541199,-29.4579834,-25.26811218,-24.18792419,46.14639587,57.71724243,-92.04262695
Y Mandibular patch 21,133.0000977,-106.4700439,-105.2505737,129.7778198,13.12601776,2.228061676,20.28647461,13.94012451,-80.66264648,117.3234619,-183.4656616,112.5808838
Z Mandibular patch 21,-851.3783203,-591.4940918,-921.5303711,-813.3311035,-1188.992285,-1173.82832,-1226.39082,-1452.010059,649.0259766,-796.035791,-548.6697266,-544.2052246
X Mandibular patch 209,81.56774902,18.01172638,17.86195679,-47.66994629,12.65239182,14.4622757,9.62975769,10.23657227,11.09826431,76.77536621,87.13399048,-41.90510864
Y Mandibular patch 209,89.36726074,-148.459375,-145.4630127,84.29612427,-33.97403564,-40.89402466,-25.926828,-26.83346252,-122.9445435,79.43485718,-215.3999023,77.47661743
Z Mandibular patch 209,-812.3790039,-550.8051758,-885.2777344,-797.7092285,-1156.047656,-1140.745703,-1185.458594,-1425.530078,676.6505859,-756.9027832,-503.8506348,-521.4516602
X Mandibular patch 208,125.697168,61.95766602,62.74811401,-10.56703796,63.48751221,58.37130127,60.00061035,48.67914124,52.86387939,118.4608032,126.4409668,-6.43549118
Y Mandibular patch 208,149.6397217,-84.87182007,-87.92929688,142.7389893,24.65247192,18.43601074,37.84832458,29.95549622,-67.21599121,137.7637817,-155.6210815,136.2957397
Z Mandibular patch 208,-818.3330566,-576.1858887,-906.1241211,-819.0883789,-1178.166016,-1162.466113,-1191.278516,-1436.768359,662.5057617,-762.6766602,-511.9912598,-545.7298828
X Mandibular patch 207,97.15095215,26.76936951,35.14519348,-37.0451416,34.75655212,31.28611145,26.03261108,22.97436371,26.76963806,96.37005005,100.8181763,-41.72780457
Y Mandibular patch 207,177.4104492,-53.92922974,-56.91700439,174.3279785,64.02827759,50.84790649,74.99570313,59.32755127,-38.26937866,158.5998169,-132.6478638,165.2194336
Z Mandibular patch 207,-828.0214844,-585.2005859,-916.6163086,-812.2379883,-1177.163477,-1160.174121,-1202.282617,-1436.899219,658.7942871,-779.4369629,-532.1175781,-549.8630859
X Mandibular patch 206,100.0027405,30.27597351,35.3293457,-37.33880005,31.09429321,30.94821472,32.85501099,22.04912872,28.53902893,96.09735718,103.1479248,-40.79919434
Y Mandibular patch 206,154.3781006,-80.45646973,-80.13546143,151.3799438,34.8114563,26.60760803,44.28799744,34.77727051,-60.90223999,138.1529907,-155.6020996,141.4602417
Z Mandibular patch 206,-833.3,-588.2004883,-918.0949219,-819.8951172,-1187.284473,-1167.136523,-1208.913477,-1445.661816,654.0641113,-782.9230957,-533.6867188,-553.7731934
X Mandibular patch 205,87.72468262,22.1548172,21.43668518,-47.43520508,15.68815918,18.37581482,16.29254303,12.86066284,15.91139374,84.83744507,95.48838501,-43.02301941
Y Mandibular patch 205,102.1153748,-134.5400757,-134.9492798,97.88887329,-24.1169693,-30.90266724,-13.66456146,-16.7353653,-112.5945557,88.89556274,-207.6380127,87.68361816
Z Mandibular patch 205,-829.0068359,-573.8983398,-905,-814.5717773,-1177.419922,-1160.479883,-1206.192871,-1442.219141,658.9194824,-773.6431641,-522.3862305,-541.1625977
X Mandibular patch 204,87.63217773,26.39042664,25.55347137,-37.09514465,27.15582275,26.1853302,20.66004028,20.13074799,21.68849945,85.99223022,93.13723145,-36.61099243
Y Mandibular patch 204,117.5590698,-116.8662354,-113.7668579,113.7620605,-3.546115875,-11.52487183,7.344093323,0.466603994,-93.32515869,107.2690308,-185.4840942,108.532373
Z Mandibular patch 204,-806.7258301,-553.5629395,-887.6384766,-794.6092773,-1161.647852,-1143.869238,-1186.394141,-1426.538672,675.6773926,-758.8649902,-506.8592773,-526.9733887
X Mandibular patch 203,92.34393921,20.58603058,29.20311279,-44.45502014,27.8960022,23.61649933,20.05985413,16.65714264,19.9564682,91.65827026,95.87745972,-49.84174805
Y Mandibular patch 203,172.167749,-59.78751831,-61.44512329,169.8408447,59.43912354,45.58894043,68.27047729,54.32628784,-42.56774292,155.103125,-138.041626,160.7416382
Z Mandibular patch 203,-832.0349609,-587.0498535,-920.3209961,-814.403125,-1181.819629,-1162.537305,-1205.883105,-1439.878711,655.2212891,-785.2441895,-537.4734863,-550.4001465
X Mandibular patch 202,86.4546814,22.97810059,22.92337036,-43.12767334,18.83695984,19.95804596,16.16657867,15.06474304,17.11519318,82.95335693,93.14562988,-38.73718567
Y Mandibular patch 202,97.02264404,-138.23302,-136.2517822,93.83730469,-25.97338257,-32.84276123,-16.30065155,-19.16812134,-114.5245239,87.6368103,-207.4414307,86.55056763
Z Mandibular patch 202,-813.5251953,-556.4158203,-889.2907227,-801.3236328,-1162.110742,-1145.672656,-1190.264063,-1429.303711,672.3629395,-760.698291,-507.8436035,-528.0286133
X Mandibular patch 201,93.98510132,33.36843567,32.84347534,-32.77371826,31.27092896,31.19020996,28.41677551,25.28643799,27.08860779,92.01776733,99.28895874,-32.59114685
Y Mandibular patch 201,124.6574341,-109.4004517,-109.2828247,119.4324097,-1.631288719,-10.38890991,9.666781616,2.585695267,-91.01217041,108.8459961,-182.991272,110.010437
Z Mandibular patch 201,-810.6705078,-561.6034668,-893.246582,-801.4294922,-1168.632129,-1150.583105,-1190.231055,-1431.981934,670.8536621,-762.1009766,-510.7869141,-532.7854004
X Mandibular patch 200,32.03645935,-36.45411377,-37.94465332,-90.79164429,-36.06594849,-28.46019592,-46.65973206,-35.69362183,-30.6763031,29.31656799,35.28465271,-95.0428772
Y Mandibular patch 200,152.9714722,-83.31430664,-75.03706665,146.5619507,38.73648071,24.17815094,44.75757751,30.77670288,-61.81277466,140.3146729,-157.2913086,137.7710938
Z Mandibular patch 200,-809.9465332,-547.4160156,-880.9140625,-766.3109375,-1141.023047,-1128.598242,-1175.031348,-1407.396484,690.0924316,-762.3709961,-512.2453125,-499.8541016
X Mandibular patch 20,31.90950012,-41.20072327,-41.8033905,-102.461084,-42.93370667,-34.64721985,-44.42330933,-39.45309143,-37.73699646,31.04464417,41.58076477,-101.925116
Y Mandibular patch 20,121.3466553,-119.7409424,-114.6907349,117.4633301,2.310526848,-8.987665558,7.262664795,2.829198074,-88.46542358,110.5087524,-192.5508301,102.4115723
Z Mandibular patch 20,-842.8990234,-577.8223633,-907.1006836,-801.2234375,-1174.88916,-1160.098828,-1211.191309,-1439.850879,658.65,-788.8304688,-538.8200195,-528.6310059
X Mandibular patch 2,47.89866028,-21.29246063,-23.22624817,-87.1588623,-25.73010559,-18.45811157,-26.48223877,-22.58295288,-22.49409332,46.68512573,57.27474976,-82.79741211
Y Mandibular patch 2,104.8140869,-135.4048706,-133.3235474,98.92712402,-17.48855438,-27.49214172,-12.30789795,-14.86634369,-109.1258911,90.65567017,-209.4715332,85.98596802
Z Mandibular patch 2,-836.5574219,-571.1467285,-902.2054688,-802.2436035,-1171.47207,-1158.030371,-1208.851758,-1439.785547,661.4684082,-781.4750488,-530.6668945,-529.345459
X Mandibular patch 199,42.14939575,-32.05270386,-32.30523987,-94.08064575,-31.459552,-26.80498352,-38.97479553,-32.39751892,-29.52625732,34.51385193,43.09966125,-95.29360352
Y Mandibular patch 199,147.3364258,-89.84520264,-84.32808228,142.3447266,29.72099915,14.92172852,33.69249268,25.74915161,-67.37868652,129.8770386,-167.6401245,128.432666
Z Mandibular patch 199,-831.990332,-568.1330566,-898.4458984,-790.3559082,-1166.809277,-1149.903125,-1200.29668,-1430.251563,668.9280273,-778.3225586,-530.5257813,-522.0591309
X Mandibular patch 198,25.15110931,-49.34894714,-47.37070923,-105.3580322,-50.00642395,-42.06063232,-61.13620605,-48.51448975,-45.17782593,20.4034317,23.68295898,-113.2211792
Y Mandibular patch 198,169.0853516,-62.4362793,-58.52952271,165.4315186,61.9928833,45.35114746,66.20081177,50.74820251,-40.13155212,156.7525513,-142.7885864,153.025769
Z Mandibular patch 198,-828.7734375,-565.2113281,-900.5481445,-776.1464355,-1154.426563,-1139.896484,-1193.595605,-1419.475293,675.315332,-781.3999512,-534.9307617,-512.8904297
X Mandibular patch 197,30.09906311,-37.80809326,-37.97732239,-90.82652588,-36.5800415,-29.19579773,-49.01933594,-36.05276794,-32.02755127,27.17896118,31.72585754,-97.30009155
Y Mandibular patch 197,160.8972168,-76.06929932,-67.48297119,153.0937134,47.49562988,30.58912354,53.86055298,37.72693176,-55.05490723,146.7603638,-149.8941406,144.7666016
Z Mandibular patch 197,-807.165332,-544.7458008,-878.4014648,-761.4826172,-1135.247949,-1123.507617,-1169.267383,-1402.610547,694.642627,-759.3278809,-510.5336426,-495.1321289
X Mandibular patch 196,36.8757843,-39.12081909,-37.70775146,-99.41384277,-34.4381073,-29.745224,-43.37591248,-35.32160339,-31.93338318,34.69143677,39.05291443,-105.3195557
Y Mandibular patch 196,167.8604248,-69.14268188,-65.74985352,163.1017334,56.94219971,42.02462158,62.15977173,49.01766968,-44.79686279,149.0917603,-149.5279297,149.9478027
Z Mandibular patch 196,-843.2980469,-582.7834473,-915.3408203,-798.6000488,-1175.031055,-1158.961621,-1212.215625,-1437.558105,659.0702637,-793.2839844,-546.8858887,-532.082373
