Name,Koala_NR2143,Koala_NR2145,Koala_NR1355,Koala_NR1499,Koala_NR0862,Koala_NR1098,Koala_NR2104,Koala_NR2105,Koala_NR2106,Koala_NR2127,Koala_NR2128,Koala_NR2129,Koala_NR2112,Koala_NR2113,Koala_NR2097,Koala_NR2102,Koala_NR2103,Koala_NR2137,Koala_NR2138,Koala_NR2139,Koala_Bimbo_Mandible,Koala_Brenda_Mandible,Koala_Cascade_Mandible,Koala_Cedar_Mandible,Koala_Crockett_Mandible,Koala_Eddie_Mandible,Koala_Mandy_Mandible
Y Mandibular patch 25,-149.6971802,-121.6008667,105.223877,84.65743408,346.1324951,308.7818848,-148.2289063,-137.4603394,104.0805176,85.76427002,327.2134277,323.2991211,-117.6498169,-113.3485718,115.5160889,113.0627197,357.633667,323.3674561,592.4808594,560.2585449,8.737218475,0.799333096,-2.012900925,58.69714355,-4.536671448,-12.11989975,8.808990479
Z Mandibular patch 25,-662.8536621,-658.702832,-662.4227051,-662.9038086,-665.7955078,-662.7654297,-600.0191406,-603.2996582,-598.470459,-602.1153809,-602.6019531,-605.2288086,-850.79375,-857.5119141,-852.7442383,-855.6796875,-851.8462891,-855.39375,-853.4991211,-852.7955078,-1274.046387,-1274.813379,-1270.769531,-1231.745508,-1272.791211,-1270.587695,-1292.825195
X Mandibular patch 249,67.54039307,-36.55940552,73.75371094,-30.75453796,69.73244629,-18.12207336,85.60637817,-3.893306732,84.45645752,0.976659298,90.81223145,0.240220952,-34.49447632,48.84684143,-25.07010651,57.32747803,-28.26765137,58.50090332,-28.6246582,70.06460571,24.76016693,26.32800598,14.15663605,-28.3611969,27.12309265,23.95899963,20.03386383
Y Mandibular patch 249,-83.60142212,-67.80324707,168.342981,138.8469604,404.55896,373.1322754,-85.00893555,-77.76239624,167.155603,146.1484863,390.0397461,386.1619141,-56.12510376,-56.05559082,177.6199341,167.3122559,418.3955078,384.2418213,644.9122559,626.7744629,65.03463135,50.47907104,56.48479004,113.8000854,54.32811279,54.5835022,55.91886597
Z Mandibular patch 249,-656.2731445,-660.872998,-650.2027832,-655.1114746,-652.3824219,-655.1341309,-587.4989746,-599.5961426,-588.4509277,-601.5930664,-585.0802246,-599.9154785,-847.1499023,-847.0473633,-847.7857422,-849.1683594,-849.9277344,-843.4666992,-852.2674805,-841.9117188,-1265.532617,-1267.418945,-1269.00332,-1235.658203,-1270.039063,-1267.4875,-1274.509277
X Mandibular patch 248,59.3869812,-45.19172363,65.35916138,-38.11786804,65.04142456,-28.73418274,76.87454224,-13.32030182,79.85622559,-7.39858017,83.96019287,-7.002075958,-43.40526428,39.29031372,-32.13057861,49.4135376,-40.67981873,51.67116089,-34.67934875,63.07163086,19.25605316,17.84836121,12.62450027,-25.02691956,19.48503113,19.77610016,15.57479553
Y Mandibular patch 248,-125.1896729,-99.6881897,132.7574585,108.8700195,370.0057861,334.9605957,-124.6387329,-112.6371216,130.4014526,111.1612427,355.3605225,351.0630371,-91.41082153,-88.31469727,138.9743164,135.017041,382.6891357,348.1381348,614.068457,586.5252441,32.96351013,20.17033539,23.74456787,81.01674194,18.0653656,15.2522995,30.49957275
Z Mandibular patch 248,-664.6474121,-667.9900391,-664.7333008,-667.4461426,-664.5210938,-668.7233887,-598.9147461,-609.6209961,-600.4571289,-610.0848633,-599.5359863,-610.7558105,-858.2654297,-858.4691406,-858.5395508,-857.5496094,-857.9588867,-856.5577148,-860.3431641,-854.2999023,-1276.196191,-1275.916504,-1275.10166,-1228.987793,-1277.061035,-1274.843652,-1287.719238
X Mandibular patch 247,65.51166992,-38.7177002,72.53352051,-31.83100586,69.91105957,-20.08195038,85.31581421,-5.958254242,84.76765137,-0.335046172,90.29036865,0.214220953,-35.66914978,46.82325134,-24.49587097,56.68583374,-30.45679016,57.46206665,-28.98673096,71.11814575,25.48946075,25.14656677,15.82941742,-29.79408569,25.37020569,23.1973999,20.27889099
Y Mandibular patch 247,-100.4664795,-80.99645386,155.0006226,126.3299438,390.1508789,357.090918,-102.3381897,-91.82244263,152.8913696,133.1958374,376.8388184,372.9839111,-69.19985962,-68.67815552,161.0026978,153.7132202,403.8724609,369.3519775,631.4861328,610.4185547,52.740802,37.62990112,43.81539612,99.60487671,38.37731323,38.48420105,45.39941406
Z Mandibular patch 247,-661.5345215,-664.4734863,-655.4066895,-660.8727051,-658.007666,-662.326709,-592.8845703,-604.1239258,-593.5114258,-605.9812988,-590.1275879,-603.2882324,-852.4703125,-851.2605469,-852.1832031,-851.9625,-852.6735352,-849.4824219,-855.784375,-847.3789063,-1268.713281,-1271.557129,-1271.549316,-1233.0625,-1274.268457,-1270.775391,-1278.930762
X Mandibular patch 246,63.9114563,-40.25668335,71.21849365,-32.97813721,68.79520264,-21.81250916,83.4815918,-7.892726135,83.90897827,-1.980165482,89.49188232,-0.817087841,-37.28072815,45.48876343,-25.83902283,55.26490479,-31.83681641,56.5902832,-29.73889771,69.62554321,24.85091705,24.0623291,15.28111725,-28.79116211,23.85823059,22.24060059,19.53803558
Y Mandibular patch 246,-105.2877319,-84.48461914,151.9436401,123.337439,385.8812988,352.4042969,-107.2045044,-96.07446899,148.9434814,129.5595459,373.9798584,370.2907715,-72.94434204,-71.67388916,156.3405518,149.9432739,401.0534668,365.5513184,627.9383789,606.6452148,50.13623657,33.8910553,39.96184692,96.28966064,33.4867157,33.11000061,42.34522705
Z Mandibular patch 246,-662.7947754,-665.451416,-657.0778809,-662.0162598,-659.5055176,-663.8425781,-593.9652344,-605.5223633,-595.1852539,-607.0137695,-591.4245605,-604.511377,-853.8110352,-852.7643555,-852.7167969,-852.3920898,-853.3800781,-850.9253906,-856.4417969,-848.7757813,-1269.807813,-1272.507813,-1272.225781,-1232.358691,-1275.128809,-1271.233398,-1279.915527
X Mandibular patch 245,46.20216675,-55.61885986,50.6920166,-49.23544617,52.26373901,-42.79635925,62.72470093,-26.8993866,66.49152832,-19.46170502,70.05322876,-17.40050659,-54.8144165,25.54248199,-46.05351257,36.79535522,-53.20982056,36.82860718,-45.68187866,45.44026794,5.594189072,3.577669144,6.169639206,-15.9481842,6.235813904,9.87460022,5.486394119
Y Mandibular patch 245,-159.5700684,-128.271521,96.36312866,78.20502319,339.2977295,300.817749,-158.5096436,-145.2196777,97.22559814,77.2835083,318.4375488,315.7599365,-124.5873291,-121.5747925,107.8383301,106.6366699,348.8029297,313.5682129,586.5536133,550.1873047,0.236368227,-8.307787323,-7.551230621,53.29211426,-14.06123199,-20.76809998,2.833182144
Z Mandibular patch 245,-663.5174805,-662.0916016,-663.6562988,-666.8396973,-667.8061523,-668.8437012,-600.5470215,-607.6006836,-598.3761719,-605.736084,-604.2161133,-608.0584961,-856.821582,-860.4945313,-858.8397461,-856.7043945,-856.9725586,-856.1742188,-857.2054688,-853.9249023,-1275.598242,-1274.751172,-1270.313281,-1229.438965,-1274.255273,-1271.691406,-1295.34375
X Mandibular patch 244,61.43008423,-34.43721008,68.42832031,-26.62028809,65.20178223,-11.75942459,76.61661987,-1.90591526,77.50588379,3.457300186,81.20153198,0.191263461,-29.96447754,46.39841003,-19.03272095,49.75980225,-23.51842957,54.50165405,-23.98169556,68.50889282,22.75020294,22.87603149,7.917905426,-28.67147217,27.24212036,21.7826004,15.01715546
Y Mandibular patch 244,-69.68516235,-59.08475342,175.3808716,142.0511719,408.0898438,377.3596924,-74.30053711,-72.57993774,175.3907471,155.9224243,394.7068359,391.1098633,-49.75340576,-52.24335938,184.7068481,172.2544434,430.592334,392.2063232,648.2235352,634.5983398,73.6921814,58.94781494,65.97531128,124.8217773,66.3137085,63.69849854,56.93327637
Z Mandibular patch 244,-617.3207031,-632.8493164,-612.3183594,-623.3760742,-614.7891113,-616.0964355,-551.9853516,-566.2563477,-556.794043,-570.1949707,-549.1267578,-566.4822754,-813.390332,-813.2999512,-811.1378418,-818.6150879,-816.0398438,-807.615918,-822.2037109,-804.8912598,-1236.416895,-1236.822559,-1239.972461,-1265.622168,-1232.718066,-1229.419727,-1247.533887
X Mandibular patch 243,45.65762634,-55.29259033,50.03254395,-48.97417603,51.8989624,-42.65434875,61.5828125,-26.88721313,66.12716064,-19.18288422,69.59310303,-17.01592712,-54.27296753,25.10603943,-45.197229,36.32824402,-52.45835571,36.31760559,-45.72089233,44.46070557,5.557674789,2.594095993,6.334802246,-16.15514069,5.84821167,9.87460022,5.444195175
Y Mandibular patch 243,-164.8241943,-130.9123779,92.05682983,74.01122437,334.8839111,297.0778809,-163.444873,-148.6190186,93.40176392,73.44272461,313.654834,312.1986816,-129.3569214,-126.0482666,102.6735229,103.6898315,343.8919678,309.5478271,583.5234375,545.9041504,-3.392133713,-12.07723083,-9.891447449,49.31057739,-18.96669617,-25.3720993,-1.20069952
Z Mandibular patch 243,-659.3906738,-659.7729004,-661.0023926,-664.3350586,-664.8867676,-666.8953125,-597.1477051,-605.4916992,-595.742334,-602.346875,-602.0050293,-604.9792969,-854.4878906,-858.231543,-855.8289063,-854.7171875,-853.9507813,-852.9303711,-854.8334961,-850.1854492,-1273.633301,-1271.780469,-1267.570215,-1232.416113,-1270.833008,-1267.943359,-1294.081934
X Mandibular patch 242,68.58344116,-36.03273621,74.56344604,-29.47123718,71.8447876,-16.9678772,87.77184448,-2.982439995,86.1496521,2.498661613,92.0230957,2.075948524,-32.77296143,49.28197327,-22.3067337,58.61482544,-27.46369019,59.88953247,-27.3171936,73.7614502,26.85541992,27.15892029,16.59393005,-31.48825378,28.38856812,25.57129974,21.38345642
Y Mandibular patch 242,-95.67417603,-77.53195801,158.2293579,129.4653931,394.4094482,362.0789795,-97.11157227,-87.88834839,156.9075073,137.085498,379.9395996,375.971167,-65.13515015,-65.74009399,165.7473755,157.8602539,407.3258545,372.9517334,635.0233398,614.3224609,56.10167847,41.66893005,48.26188965,103.7960938,43.33126221,43.74289856,48.25724792
Z Mandibular patch 242,-658.636377,-662.6145508,-652.4859375,-658.7035156,-655.0075684,-659.6123047,-589.9060059,-601.4420898,-590.3860352,-603.9400879,-587.2867676,-601.0424316,-850.3349609,-848.6893555,-849.5348633,-850.2133789,-851.1754883,-846.2754883,-853.7396484,-844.6663086,-1266.472363,-1269.292773,-1269.5125,-1234.81377,-1272.101074,-1268.612695,-1276.353906
X Mandibular patch 241,70.74338379,-31.45131836,75.4562561,-24.80491943,73.21827393,-9.394821167,87.14170532,2.258035088,85.30734863,6.036766815,92.5270874,4.24278717,-28.7647583,53.5720459,-18.00463867,59.68818359,-21.90754089,63.0401062,-23.44129944,75.59294434,27.87394714,29.62410278,15.5293869,-33.3145874,32.36278687,28.67720032,21.28628998
Y Mandibular patch 241,-75.81130981,-63.28341675,172.3684692,142.550293,408.2705566,376.8887695,-78.3397644,-74.76918335,171.9401978,151.6842651,393.9363037,389.6257813,-51.99658813,-53.60349731,183.0006836,172.2986328,423.8315918,389.7110596,647.9971191,632.6408203,70.10614014,55.50785522,61.94030151,119.602478,61.70317383,60.84539795,58.54453125
Z Mandibular patch 241,-643.2146484,-651.3618164,-638.0837891,-644.2336426,-639.0247559,-641.8337891,-573.6207031,-588.3213867,-575.6310547,-591.8504395,-571.3142578,-588.8702148,-835.7793945,-834.8369141,-836.2143555,-838.4306641,-839.2888672,-830.0869141,-843.6900391,-828.7979492,-1254.856152,-1256.674316,-1258.554688,-1245.736133,-1257.000879,-1254.204297,-1265.328125
X Mandibular patch 240,71.15265503,-27.34763184,76.00085449,-20.70536957,74.98712769,-4.027309418,87.43895264,4.573200226,86.29688721,10.19653931,90.78113403,7.023321533,-23.36199951,54.22537231,-11.82280579,59.35128784,-17.40090942,63.74255981,-19.41474609,77.89248657,29.57799988,29.40342712,15.90645599,-36.00583496,33.94501648,30.717099,22.0864975
Y Mandibular patch 240,-76.83724365,-63.78903198,169.4417358,138.6049927,404.1380615,374.1198486,-80.82988281,-78.99795532,170.4595215,150.8653198,389.6056396,386.1000732,-53.50150146,-56.90788574,181.5268677,169.2126831,423.4018555,387.4606201,644.1206055,629.7425293,69.27478638,53.76873169,61.23859253,118.8392822,60.97803955,59.19849854,55.90521851
Z Mandibular patch 240,-627.4666504,-640.4041992,-623.0982422,-632.2838867,-624.4577637,-628.8937012,-559.5674316,-577.2273438,-563.7788086,-580.4192871,-557.4320801,-577.0374512,-824.5081055,-822.4017578,-820.2509766,-824.7757813,-827.6418945,-815.0366211,-832.4307617,-814.2496582,-1244.601563,-1244.533105,-1248.030664,-1258.434961,-1243.753516,-1239.631445,-1253.37373
X Mandibular patch 24,30.69063721,-65.7350708,36.52452087,-60.36243286,38.03625793,-54.65081787,48.58609924,-39.46941223,51.57479248,-31.80966492,56.0116394,-28.95766296,-66.37849121,12.70313187,-58.47640991,23.5971283,-65.05148926,24.11079102,-56.74753418,31.94332275,-6.872758484,-7.455303955,-7.157366943,-2.36813488,-7.534246826,-5.22179985,-7.744004822
Y Mandibular patch 24,-142.5449707,-115.2712036,112.9413452,90.24588013,352.6494141,316.737793,-140.4026733,-130.1970093,111.7638672,93.90986938,334.8377686,330.5744629,-110.844458,-106.3818359,121.3544189,118.9453857,364.7741455,331.4744385,598.4249023,568.8739258,15.79842682,8.41053009,5.158232117,64.59022217,4.014484787,-3.415399933,14.60296936
Z Mandibular patch 24,-658.1863281,-655.832666,-658.6856934,-658.8182129,-661.1617676,-657.3661621,-596.8376953,-599.9125,-595.9485352,-598.7027344,-598.9082031,-602.1093262,-846.6229492,-853.8755859,-847.0640625,-853.2444336,-846.7616211,-852.4880859,-850.2275391,-849.1136719,-1271.78252,-1272.1125,-1269.618457,-1235.93252,-1268.485645,-1266.449316,-1287.645605
X Mandibular patch 239,61.88356323,-42.73176575,68.62922974,-35.13816528,66.88361206,-25.13080902,80.32514038,-10.46676025,82.28335571,-4.363030243,87.18051758,-3.521652603,-40.31310425,43.04628906,-28.97405396,52.47651367,-35.49815369,54.3291626,-32.0085022,67.07211914,22.6689743,21.49444275,13.8990387,-26.83181763,21.61109009,20.5651001,17.6331665
Y Mandibular patch 239,-111.994519,-89.15283813,146.6730957,119.1370483,380.6705566,346.9113037,-112.8636719,-101.3697083,143.1275513,123.8172363,368.810498,365.0288818,-78.48092651,-76.39326172,150.7856934,145.2519409,395.8931641,360.1958496,623.761084,600.5158691,45.43657227,29.4625824,34.67624207,91.56142578,28.13632202,27.00419922,38.74266052
Z Mandibular patch 239,-664.1183594,-667.1333496,-660.4856445,-664.2922363,-661.9775391,-666.2134277,-596.4381348,-607.9575684,-598.0526855,-608.7998535,-594.7512207,-607.655957,-856.0439453,-855.7022461,-855.0514648,-854.6768555,-855.4818359,-853.4195313,-858.128418,-851.4983398,-1272.885645,-1274.386035,-1274.121875,-1230.366016,-1276.558789,-1273.303418,-1282.761816
X Mandibular patch 238,51.95174561,-50.26886292,54.46752319,-43.598172,57.05650024,-37.2288208,66.56766968,-21.45725861,71.89428711,-14.14167328,73.90493774,-12.43808594,-48.68727722,29.47376404,-39.8266449,40.45852051,-48.06091614,41.31481934,-40.39697266,50.87650146,9.052040863,7.071148682,8.033681488,-20.43809204,11.03613968,13.59810028,9.580361938
Y Mandibular patch 238,-154.5556152,-125.7686279,99.93150024,81.01487427,342.5956299,302.349585,-155.5346313,-142.4959351,100.693689,80.81306152,321.273584,319.7858887,-120.148645,-119.6670654,112.2615601,108.8453857,353.2334473,316.8810303,589.4590332,553.3444824,3.626202774,-4.770389175,-3.932699966,57.84846191,-9.668405151,-15.5029007,5.51083107
Z Mandibular patch 238,-657.8158203,-657.8648438,-657.9808594,-662.9583008,-662.4910645,-662.6866699,-594.0143066,-601.7751953,-593.5059082,-600.2744141,-597.4731934,-604.1427734,-853.1540039,-854.8354492,-855.128125,-851.4191406,-852.0217773,-850.3795898,-853.4046875,-848.0935547,-1269.566504,-1269.801367,-1265.941992,-1233.2,-1270.258789,-1267.082227,-1290.980566
X Mandibular patch 237,56.90422363,-44.08711853,61.53440552,-38.03206177,62.12479248,-28.37138672,73.70368042,-13.93920898,77.40043945,-7.964804077,80.41688843,-7.173299408,-43.15605774,37.09032288,-33.17728271,46.73549805,-41.20166016,49.40961609,-34.64133911,59.46848755,17.2801239,14.86048279,11.18835831,-24.93096466,18.24231567,18.37369995,14.35007324
Y Mandibular patch 237,-132.8487427,-106.1597168,121.8369385,99.66925049,362.2437012,325.5929443,-132.455896,-120.6829712,122.9619629,103.7012817,344.4369385,340.7973877,-100.193042,-97.75926514,131.1524536,128.1408813,374.4018311,340.6121338,607.1311523,577.4566895,24.79393158,15.40756836,17.79715424,75.45731812,12.95666046,8.719799805,23.80576324
Z Mandibular patch 237,-655.2010254,-660.0168945,-654.8673828,-660.098584,-655.6799316,-659.2872559,-590.7163086,-602.0972656,-591.7188477,-600.8662598,-592.8817871,-602.5633301,-850.946875,-851.1141602,-849.8580078,-849.9495117,-849.8835938,-848.659082,-852.3518555,-844.715918,-1268.045703,-1267.699707,-1266.460938,-1237.114258,-1266.756934,-1264.479102,-1281.55625
X Mandibular patch 236,50.71462708,-51.14436646,53.84177246,-45.13952637,55.88258667,-37.90351563,65.04104004,-22.80150757,70.41220703,-15.15761108,73.68617554,-13.21231079,-50.1574707,28.40987549,-40.9081604,39.72437744,-48.40696411,40.12519531,-41.999646,49.24309082,9.175385284,5.871017838,8.764578247,-19.61232452,10.28872604,13.48029938,8.680422974
Y Mandibular patch 236,-160.2030029,-128.888208,95.23394165,76.89962769,337.9897217,298.7109131,-160.2014404,-146.1615601,96.60352173,76.44641113,316.7594727,315.4001221,-125.4017822,-123.4246338,107.1789795,105.6573364,347.5253906,312.8869141,586.2239746,548.9057617,-0.644793367,-9.213124847,-7.21186142,52.86328125,-15.15566559,-20.96119995,1.536435509
Z Mandibular patch 236,-657.9309082,-658.5750488,-658.6043945,-663.2595215,-662.868457,-664.6297363,-594.7616211,-603.2895996,-593.7587402,-600.8746094,-599.0169434,-604.1527832,-853.5762695,-855.9757813,-855.1496094,-852.2388672,-852.8314453,-850.5022461,-853.8029297,-848.3068359,-1270.825586,-1270.063184,-1265.986621,-1233.521289,-1270.001855,-1266.790625,-1291.919922
X Mandibular patch 235,57.17796631,-45.6036438,62.58598633,-39.16902161,62.91813965,-29.97578125,74.13504639,-14.7437973,77.58154907,-9.108396912,81.07883301,-7.631733704,-44.18110046,36.83448181,-33.7867218,46.89585876,-42.220755,49.16100769,-35.66091309,60.0180542,16.78331451,14.90965424,11.49059448,-24.42957458,18.0973526,18.66179962,14.27092743
Y Mandibular patch 235,-134.4560059,-108.0505127,120.4465332,99.07050171,360.9279541,324.7391602,-133.7313965,-122.0414429,120.8527466,101.8644897,343.7266113,339.8449951,-101.6725891,-98.61972656,129.8359131,126.7149292,372.8224609,338.6377686,605.759375,575.6007813,23.36325836,13.02168579,15.52976379,73.3656311,10.46285477,6.375500107,22.5134201
Z Mandibular patch 235,-659.9005859,-663.4831543,-659.6452637,-664.2330566,-660.4727051,-664.1428711,-595.236084,-605.6708496,-596.0664063,-605.1810547,-596.9746094,-606.4913086,-854.69375,-855.2361328,-854.6171875,-853.799707,-854.2342773,-852.731543,-856.1503906,-849.4655273,-1272.111816,-1271.564648,-1270.061133,-1233.042285,-1271.354395,-1269.45752,-1285.957324
X Mandibular patch 234,60.184729,-41.57313232,65.15822754,-34.57181396,64.87077026,-25.10494385,77.35066528,-10.48275604,80.11812744,-4.649816132,83.68707275,-4.480933762,-40.1819519,40.42851257,-29.84898987,49.44943542,-37.06826782,52.44671631,-32.14869995,63.85728149,20.30469513,18.81225891,12.55163269,-26.65558777,21.25132141,20.49450073,16.26450806
Y Mandibular patch 234,-121.2456787,-96.07922974,135.3480591,110.3130615,373.4766113,338.2205322,-120.5479614,-109.4721313,135.3228271,115.236145,357.5264893,354.0291992,-87.11242676,-85.75309448,143.776709,138.9254272,386.8608643,352.5436279,617.0870117,590.4601074,36.19222717,24.9865448,28.54487915,86.01589355,23.45984497,19.7576004,32.69298706
Z Mandibular patch 234,-655.4230469,-660.7629883,-653.6750977,-657.6081543,-653.7276855,-657.5860352,-589.3645996,-601.0905762,-590.138623,-600.5632324,-589.0814453,-601.6802246,-849.7481445,-849.4330078,-848.0010742,-848.390332,-848.9331055,-846.2888672,-852.1617188,-843.0860352,-1267.53418,-1267.171289,-1267.100684,-1237.893457,-1267.197363,-1264.246387,-1277.307617
X Mandibular patch 233,65.95713501,-38.47523193,72.75553589,-32.21029053,68.815271,-20.88828735,84.12173462,-6.121072769,83.9026062,-0.72990737,89.64505615,-0.973987103,-36.51477661,47.05460815,-26.40372314,56.1491272,-30.58812256,56.9267334,-30.07300415,68.82614136,23.89819031,25.14386597,14.1153595,-27.91441956,25.30293579,22.7253006,19.46446838
Y Mandibular patch 233,-89.48859863,-72.23850098,163.8456177,134.562439,399.7391846,368.0772705,-90.82525024,-81.98554688,162.3401733,141.68396,385.6148438,381.6736084,-60.32523804,-60.02929077,172.0177856,162.6919678,413.3366211,379.1188721,640.4225586,621.1930664,60.90491943,45.96089172,51.97611694,108.7491577,48.61567383,49.09949951,52.40473022
Z Mandibular patch 233,-659.9824219,-663.289209,-653.8138184,-658.544043,-656.2670898,-659.1657227,-591.3960938,-602.6888672,-592.2049805,-604.4344238,-588.8019531,-602.5063477,-850.4851563,-850.2460938,-851.0149414,-851.7705078,-852.4703125,-847.4071289,-854.4532227,-845.45625,-1268.241113,-1270.460254,-1271.591406,-1232.683398,-1273.267676,-1270.769824,-1277.441992
X Mandibular patch 232,76.49078369,-26.34915161,80.51484985,-20.39822845,79.69564819,-3.469000244,93.09476318,6.91312027,90.77352295,11.63146515,97.91937256,8.11076355,-22.55766754,57.90079956,-11.16264725,63.78225098,-15.71496429,67.67033081,-19.50142059,81.59661865,33.11017456,33.34864197,20.29229279,-39.96076355,38.41546936,35.75950012,26.18200378
Y Mandibular patch 232,-84.58543701,-69.62512207,165.0934692,135.3483032,401.2819824,370.400415,-87.75288086,-82.89620361,165.3543213,145.015686,386.8450684,382.5641357,-58.02941895,-60.79569702,175.9033447,165.4190063,416.3041504,380.9950439,641.5335449,623.2058105,65.17611084,49.43253479,57.68186646,113.3386475,53.67324829,53.2427002,53.59234009
Z Mandibular patch 232,-641.665918,-651.6523926,-637.5302734,-646.3652832,-639.2277344,-645.1355469,-572.6996094,-588.8852051,-575.0438477,-591.6318359,-571.2825684,-589.1171387,-837.4606445,-834.8680664,-836.0294922,-836.4667969,-840.2303711,-829.5374023,-843.4862305,-827.4936523,-1255.263086,-1256.307617,-1258.235645,-1246.263477,-1257.439551,-1253.504883,-1265.448926
X Mandibular patch 231,47.25936584,-56.27546387,52.07623291,-49.66230774,53.17432251,-42.92378845,64.89434204,-26.80539246,67.21809692,-19.96949005,71.33013916,-17.78016968,-55.83260498,26.17774353,-46.90350647,37.59832153,-54.05854492,38.42809143,-45.67306213,47.70871277,6.661578369,5.651259232,6.167301941,-15.24789886,6.895223236,10.08330002,5.945436859
Y Mandibular patch 231,-147.9844971,-119.9474243,106.259082,87.4536438,348.1574219,313.0663574,-145.3270386,-134.7947632,106.7380127,88.18795166,331.4345215,324.0104736,-115.0103271,-109.6160645,117.8359619,114.5309692,359.6211426,323.6072998,594.2401367,561.5844727,8.712241364,-0.492632484,-0.116789019,59.60640259,-4.177724838,-10.70149994,11.59045334
Z Mandibular patch 231,-669.6431641,-667.4640137,-667.9784668,-670.8731934,-672.0583008,-672.8692871,-606.4966797,-612.0731934,-604.4365723,-611.5841309,-608.0680176,-612.9542969,-859.7517578,-864.3780273,-862.5429688,-860.7267578,-861.5325195,-861.1826172,-860.9701172,-859.8264648,-1280.697266,-1279.504004,-1276.925879,-1224.781934,-1279.687305,-1278.561426,-1297.679492
X Mandibular patch 230,52.0425293,-52.09746704,56.06738281,-45.77210999,56.80862427,-38.04985962,67.97073364,-22.59852295,71.3562439,-15.41281281,75.29561157,-13.93797302,-51.1901123,29.71086426,-41.75143127,40.92934875,-49.42138977,41.97977295,-41.98599243,51.48824463,10.02509308,8.128037262,9.18253479,-19.10227509,11.05799332,13.75859985,9.367017365
Y Mandibular patch 230,-151.3414185,-122.8075439,103.1919922,85.03560791,346.0705078,308.630957,-149.6181396,-137.8870605,104.0769653,84.93135376,326.9864746,322.5369385,-117.0824585,-113.731311,115.4579834,112.2628784,356.8493896,320.706665,592.3121094,557.8336426,6.5231987,-2.443885422,-1.473611832,59.11922607,-6.521068573,-12.5572998,9.211605072
Z Mandibular patch 230,-665.9077637,-665.2782227,-665.0788086,-668.6168457,-668.514502,-670.4573242,-602.0914063,-609.1088379,-600.7138672,-608.537207,-604.7211426,-610.2576172,-858.5387695,-861.3816406,-861.0024414,-857.7134766,-859.3136719,-857.5821289,-858.9916992,-855.7520508,-1277.017578,-1275.980469,-1272.920703,-1227.692383,-1276.500098,-1274.603613,-1295.239355
X Mandibular patch 23,9.052718353,-80.70031128,17.98287048,-75.02488403,17.14169312,-71.31696167,26.04376221,-58.30274658,32.57385254,-51.24135132,33.73180237,-47.08966064,-82.35596313,-6.269282913,-77.15561523,3.142382813,-82.15206299,3.786248779,-72.00736084,14.98038788,-25.29708557,-21.63353882,-35.21156921,21.40383148,-26.76546631,-31.90830078,-26.10998535
Y Mandibular patch 23,-84.84462891,-68.83312988,169.0015137,136.1927612,402.191333,374.392627,-85.42003784,-80.67878418,163.253894,145.9546021,389.4237793,380.7396973,-58.72191772,-56.81019897,175.6786865,166.5760376,418.6974121,384.6061035,642.7347168,628.6536133,66.33497925,55.40643921,48.16128235,107.7309814,55.56917114,47.70870056,54.37837524
Z Mandibular patch 23,-652.4833984,-643.8264648,-649.0808594,-640.4385742,-649.4917969,-637.1564453,-587.6788086,-584.3674316,-584.5234375,-587.2419922,-587.1080566,-588.3019043,-826.7756836,-840.4477539,-826.9382813,-844.5210938,-829.4725586,-840.1424805,-838.7025391,-838.7932617,-1263.002344,-1267.942383,-1266.889941,-1244.086523,-1264.248535,-1259.905566,-1273.148047
X Mandibular patch 229,62.46322021,-42.28696289,70.22388916,-35.15492554,66.96404419,-24.51706696,81.45435181,-10.4498703,82.20241089,-4.0216362,87.78403931,-3.262813187,-40.07316284,44.03666382,-28.68291626,53.94446411,-34.65906372,54.18283691,-32.5463501,68.36190796,22.25818481,22.45565643,13.52865448,-26.5495697,22.0696167,20.55010071,18.52622375
Y Mandibular patch 229,-101.2584656,-81.03779907,155.5018555,126.7168701,389.7286377,357.268457,-102.3622742,-91.55032959,152.4895508,132.5904419,377.6337402,373.3593262,-69.5755188,-68.0583313,160.7837402,153.3121216,404.2316406,369.5863525,631.9538574,610.269043,52.9407959,36.88882446,42.44302063,99.00668945,37.37405701,37.42850037,45.4463623
Z Mandibular patch 229,-665.0838379,-667.029834,-659.7619141,-663.9828613,-662.4097656,-666.1932129,-597.3117676,-607.6935059,-598.2436523,-609.0477539,-594.6870117,-607.0162598,-855.6719727,-855.4015625,-856.5645508,-855.7692383,-856.4277344,-853.8592773,-858.5103516,-851.7017578,-1272.500586,-1275.075098,-1275.46084,-1228.895117,-1278.257813,-1275.484375,-1282.787207
X Mandibular patch 228,46.7561554,-55.90718384,51.35696411,-49.42160339,52.67094727,-42.71684875,63.91390991,-26.79769592,66.88131714,-19.67266388,70.65535889,-17.70500488,-55.20678711,25.85892639,-46.58170166,37.15271606,-53.6980957,37.59025879,-45.69758911,46.55538025,6.003311157,4.573920441,6.188527298,-15.64040833,6.68192215,9.87460022,5.732319641
Y Mandibular patch 228,-153.8360474,-124.7791382,101.0138489,82.60925903,343.7660645,306.4336182,-152.3151001,-140.3319702,101.6710327,82.50375366,324.4790771,319.8150391,-119.696167,-115.9611084,112.9627319,110.3054077,354.2731445,318.3602783,590.1916504,555.4851074,4.313457489,-4.301880264,-4.065924072,56.59818726,-9.066163635,-15.80149994,7.193746185
